horizon,model,feature,mean,std,min,max
100,lightgbm_regressor,queue_imbalance_l1,0.014836864349915099,0.002355785072567464,0.0110838022921392,0.0166572810575553
100,lightgbm_regressor,ofi_l1_sum_20,0.01246512877534616,0.0031415362043438243,0.0085196382604368,0.0159743094758166
100,lightgbm_regressor,microprice_deviation_bps,0.00993532294869782,0.0015785754308283895,0.0082342733960458,0.0119539421431065
100,lightgbm_regressor,cancel_pressure_50,0.00910370389845378,0.002291823581034512,0.0064029126642166,0.012378009940661
100,lightgbm_regressor,add_pressure_50,0.0091035601205155,0.0030482423133944567,0.0045781326104639,0.0131597032714936
100,lightgbm_regressor,event_intensity_20,0.007709262550922501,0.0020189488445108293,0.004502935287984,0.0094698247488505
100,lightgbm_regressor,is_visible_execution,0.00395531287412082,0.0024127644068033813,0.0005387102002432,0.0065237111298293
100,lightgbm_regressor,depth_imbalance_1,0.0030170349793341,0.0009312518071365577,0.0022961287378261,0.0043836199811639
100,lightgbm_regressor,cancel_pressure_20,0.00288453216733068,0.001593825937432259,0.0014943690042337,0.0051695352263095
100,lightgbm_regressor,add_pressure_20,0.0009549308065965,0.0003834175522808258,0.0005722575067544,0.0014052132847464
100,lightgbm_regressor,ofi_l1,0.0004241910375171401,0.0004051792342800552,0.0,0.0010877147030414
100,lightgbm_regressor,event_interarrival_us,0.0,0.0,0.0,0.0
100,lightgbm_regressor,is_deletion,0.0,0.0,0.0,0.0
100,lightgbm_regressor,is_hidden_execution,0.0,0.0,0.0,0.0
100,lightgbm_regressor,is_partial_cancel,0.0,0.0,0.0,0.0
100,lightgbm_regressor,is_submission,0.0,0.0,0.0,0.0
