event_index,source_message_sequence,source_file_offset,timestamp_ns,time_seconds,message_type,event_type,order_id,old_order_id,size,old_size,price,old_price,execution_price,direction,stock_locate,stock,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
25385,10804184,348004556,34200581911367,34200.581911367,A,1,10064697,,20,,163.25,,,-1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25386,10804185,348004594,34200581911627,34200.581911627,A,1,10064701,,10,,165.0,,,-1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25387,10804186,348004632,34200581913244,34200.581913244,A,1,10064705,,10,,164.0,,,-1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25388,10804187,348004670,34200581914669,34200.581914669,A,1,10064709,,100,,160.0,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25389,10804188,348004708,34200581915803,34200.581915803,A,1,10064713,,65,,156.18,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25390,10804190,348004784,34200581918305,34200.581918305,A,1,10064721,,28,,167.0,,,-1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25391,10804192,348004864,34200581920777,34200.581920777,A,1,10064725,,30,,150.0,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25392,10804193,348004902,34200581921043,34200.581921043,A,1,10064729,,22,,160.0,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9475.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25393,10804194,348004940,34200581924336,34200.581924336,A,1,10064733,,100,,163.25,,,-1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9575.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25394,10804196,348005016,34200581929204,34200.581929204,A,1,10064737,,30,,140.0,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.25,9575.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,169.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25395,10804200,348005162,34200581935922,34200.581935922,A,1,10064745,,100,,163.24,,,-1,14,AAPL,163.23,169.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25396,10804202,348005242,34200581945056,34200.581945056,A,1,10064753,,20,,154.68,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25397,10804221,348005966,34200581960892,34200.581960892,A,1,10064769,,50,,160.1,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25398,10804222,348006004,34200581962042,34200.581962042,A,1,10064773,,4,,154.66,,,1,14,AAPL,163.23,169.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25399,10804224,348006080,34200581964804,34200.581964804,A,1,10064777,,10,,163.23,,,-1,14,AAPL,163.23,179.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25400,10804225,348006118,34200581975336,34200.581975336,C,4,10064685,,20,,163.23,,163.22,-1,14,AAPL,163.23,159.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25401,10804226,348006156,34200581976738,34200.581976738,A,1,10064785,,12,,156.0,,,1,14,AAPL,163.23,159.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25402,10804228,348006215,34200581979411,34200.581979411,A,1,10064789,,7,,163.23,,,-1,14,AAPL,163.23,166.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25403,10804231,348006311,34200581984357,34200.581984357,A,1,10064797,,575,,158.0,,,1,14,AAPL,163.23,166.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,169.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25404,10804235,348006433,34200581989455,34200.581989455,A,1,10064809,,100,,163.3,,,-1,14,AAPL,163.23,166.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,269.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25405,10804256,348007293,34200582039285,34200.582039285,U,8,10064825,10064685.0,149,149.0,163.22,163.23,,-1,14,AAPL,163.22,149.0,163.2,1328.0,163.23,17.0,163.19,100.0,163.24,100.0,163.18,101.0,163.25,9575.0,163.17,222.0,163.26,53.0,163.16,413.0,163.28,175.0,163.15,1241.0,163.29,895.0,163.14,105.0,163.3,269.0,163.13,100.0,163.31,500.0,163.12,112.0,163.32,100.0,163.11,100.0
25406,10804264,348007610,34200582071472,34200.582071472,D,3,10064789,,7,,163.23,,,-1,14,AAPL,163.22,149.0,163.2,1328.0,163.23,10.0,163.19,100.0,163.24,100.0,163.18,101.0,163.25,9575.0,163.17,222.0,163.26,53.0,163.16,413.0,163.28,175.0,163.15,1241.0,163.29,895.0,163.14,105.0,163.3,269.0,163.13,100.0,163.31,500.0,163.12,112.0,163.32,100.0,163.11,100.0
25407,10804265,348007631,34200582072466,34200.582072466,D,3,10064777,,10,,163.23,,,-1,14,AAPL,163.22,149.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,269.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25408,10804268,348007728,34200582078362,34200.582078362,A,1,10064849,,17,,163.22,,,-1,14,AAPL,163.22,166.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,269.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25409,10804309,348009263,34200582197942,34200.582197942,E,4,10064825,,100,,163.22,,,-1,14,AAPL,163.22,66.0,163.2,1328.0,163.24,100.0,163.19,100.0,163.25,9575.0,163.18,101.0,163.26,53.0,163.17,222.0,163.28,175.0,163.16,413.0,163.29,895.0,163.15,1241.0,163.3,269.0,163.14,105.0,163.31,500.0,163.13,100.0,163.32,100.0,163.12,112.0,163.33,100.0,163.11,100.0
25410,10804330,348010072,34200582238791,34200.582238791,D,3,10064745,,100,,163.24,,,-1,14,AAPL,163.22,66.0,163.2,1328.0,163.25,9575.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25411,10804334,348010205,34200582261895,34200.582261895,E,4,10064825,,49,,163.22,,,-1,14,AAPL,163.22,17.0,163.2,1328.0,163.25,9575.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25412,10804335,348010238,34200582261895,34200.582261895,E,4,10064849,,17,,163.22,,,-1,14,AAPL,163.25,9575.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25413,10804341,348010443,34200582282435,34200.582282435,A,1,10064957,,280,,174.0,,,-1,14,AAPL,163.25,9575.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25414,10804374,348011779,34200582297071,34200.582297071,A,1,10064981,,300,,165.0,,,-1,14,AAPL,163.25,9575.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25415,10804377,348011891,34200582300443,34200.582300443,A,1,10064989,,100,,163.21,,,1,14,AAPL,163.25,9575.0,163.21,100.0,163.26,53.0,163.2,1328.0,163.28,175.0,163.19,100.0,163.29,895.0,163.18,101.0,163.3,269.0,163.17,222.0,163.31,500.0,163.16,413.0,163.32,100.0,163.15,1241.0,163.33,100.0,163.14,105.0,163.34,185.0,163.13,100.0,163.38,200.0,163.12,112.0
25416,10804425,348013577,34200582411485,34200.582411485,A,1,10065061,,58,,163.22,,,1,14,AAPL,163.25,9575.0,163.22,58.0,163.26,53.0,163.21,100.0,163.28,175.0,163.2,1328.0,163.29,895.0,163.19,100.0,163.3,269.0,163.18,101.0,163.31,500.0,163.17,222.0,163.32,100.0,163.16,413.0,163.33,100.0,163.15,1241.0,163.34,185.0,163.14,105.0,163.38,200.0,163.13,100.0
25417,10804550,348018439,34200582606140,34200.58260614,D,3,10065061,,58,,163.22,,,1,14,AAPL,163.25,9575.0,163.21,100.0,163.26,53.0,163.2,1328.0,163.28,175.0,163.19,100.0,163.29,895.0,163.18,101.0,163.3,269.0,163.17,222.0,163.31,500.0,163.16,413.0,163.32,100.0,163.15,1241.0,163.33,100.0,163.14,105.0,163.34,185.0,163.13,100.0,163.38,200.0,163.12,112.0
25418,10804554,348018573,34200582610850,34200.58261085,A,1,10065161,,17,,163.22,,,1,14,AAPL,163.25,9575.0,163.22,17.0,163.26,53.0,163.21,100.0,163.28,175.0,163.2,1328.0,163.29,895.0,163.19,100.0,163.3,269.0,163.18,101.0,163.31,500.0,163.17,222.0,163.32,100.0,163.16,413.0,163.33,100.0,163.15,1241.0,163.34,185.0,163.14,105.0,163.38,200.0,163.13,100.0
25419,10804582,348019633,34200582631959,34200.582631959,A,1,10065173,,1,,163.23,,,1,14,AAPL,163.25,9575.0,163.23,1.0,163.26,53.0,163.22,17.0,163.28,175.0,163.21,100.0,163.29,895.0,163.2,1328.0,163.3,269.0,163.19,100.0,163.31,500.0,163.18,101.0,163.32,100.0,163.17,222.0,163.33,100.0,163.16,413.0,163.34,185.0,163.15,1241.0,163.38,200.0,163.14,105.0
25420,10804583,348019671,34200582632288,34200.582632288,D,3,10065161,,17,,163.22,,,1,14,AAPL,163.25,9575.0,163.23,1.0,163.26,53.0,163.21,100.0,163.28,175.0,163.2,1328.0,163.29,895.0,163.19,100.0,163.3,269.0,163.18,101.0,163.31,500.0,163.17,222.0,163.32,100.0,163.16,413.0,163.33,100.0,163.15,1241.0,163.34,185.0,163.14,105.0,163.38,200.0,163.13,100.0
25421,10804950,348033600,34200583342174,34200.583342174,D,3,10065173,,1,,163.23,,,1,14,AAPL,163.25,9575.0,163.21,100.0,163.26,53.0,163.2,1328.0,163.28,175.0,163.19,100.0,163.29,895.0,163.18,101.0,163.3,269.0,163.17,222.0,163.31,500.0,163.16,413.0,163.32,100.0,163.15,1241.0,163.33,100.0,163.14,105.0,163.34,185.0,163.13,100.0,163.38,200.0,163.12,112.0
25422,10805136,348040861,34200583652752,34200.583652752,D,3,10064989,,100,,163.21,,,1,14,AAPL,163.25,9575.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25423,10806527,348092352,34200586874362,34200.586874362,E,4,4061761,,3,,163.25,,,-1,14,AAPL,163.25,9572.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25424,10806528,348092385,34200586874362,34200.586874362,E,4,4810141,,45,,163.25,,,-1,14,AAPL,163.25,9527.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25425,10806529,348092418,34200586874362,34200.586874362,E,4,4825697,,52,,163.25,,,-1,14,AAPL,163.25,9475.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25426,10807088,348113509,34200587888519,34200.587888519,E,4,4825697,,3,,163.25,,,-1,14,AAPL,163.25,9472.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25427,10807089,348113542,34200587892598,34200.587892598,E,4,4825697,,11,,163.25,,,-1,14,AAPL,163.25,9461.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25428,10807090,348113575,34200587892598,34200.587892598,E,4,5168589,,14,,163.25,,,-1,14,AAPL,163.25,9447.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25429,10807101,348113999,34200587916307,34200.587916307,E,4,5168589,,16,,163.25,,,-1,14,AAPL,163.25,9431.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25430,10807102,348114032,34200587916307,34200.587916307,E,4,5168593,,11,,163.25,,,-1,14,AAPL,163.25,9420.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25431,10807103,348114065,34200587916307,34200.587916307,E,4,5712229,,50,,163.25,,,-1,14,AAPL,163.25,9370.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25432,10807104,348114098,34200587916307,34200.587916307,E,4,6397597,,100,,163.25,,,-1,14,AAPL,163.25,9270.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25433,10807105,348114131,34200587916307,34200.587916307,E,4,7615641,,23,,163.25,,,-1,14,AAPL,163.25,9247.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25434,10807428,348126605,34200588427484,34200.588427484,E,4,7615641,,1,,163.25,,,-1,14,AAPL,163.25,9246.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25435,10807828,348141839,34200589124292,34200.589124292,E,4,7615641,,26,,163.25,,,-1,14,AAPL,163.25,9220.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25436,10807829,348141872,34200589124292,34200.589124292,E,4,8060045,,274,,163.25,,,-1,14,AAPL,163.25,8946.0,163.2,1328.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25437,10808767,348177119,34200590622697,34200.590622697,E,4,4732725,,18,,163.2,,,1,14,AAPL,163.25,8946.0,163.2,1310.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25438,10808842,348180047,34200590687803,34200.590687803,A,1,10069085,,100,,163.24,,,-1,14,AAPL,163.24,100.0,163.2,1310.0,163.25,8946.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25439,10809268,348194754,34200592010054,34200.592010054,E,4,4732725,,2,,163.2,,,1,14,AAPL,163.24,100.0,163.2,1308.0,163.25,8946.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25440,10809269,348194787,34200592010054,34200.592010054,E,4,4830985,,8,,163.2,,,1,14,AAPL,163.24,100.0,163.2,1300.0,163.25,8946.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25441,10809270,348194820,34200592010054,34200.592010054,E,4,9501373,,10,,163.2,,,1,14,AAPL,163.24,100.0,163.2,1290.0,163.25,8946.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25442,10809346,348197634,34200592361544,34200.592361544,A,1,10069869,,100,,163.21,,,1,14,AAPL,163.24,100.0,163.21,100.0,163.25,8946.0,163.2,1290.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0
25443,10809352,348197827,34200592377077,34200.592377077,A,1,10069877,,100,,163.21,,,1,14,AAPL,163.24,100.0,163.21,200.0,163.25,8946.0,163.2,1290.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0
25444,10809494,348203109,34200592671210,34200.59267121,D,3,10069869,,100,,163.21,,,1,14,AAPL,163.24,100.0,163.21,100.0,163.25,8946.0,163.2,1290.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0
25445,10809506,348203512,34200592687879,34200.592687879,D,3,10069877,,100,,163.21,,,1,14,AAPL,163.24,100.0,163.2,1290.0,163.25,8946.0,163.19,100.0,163.26,53.0,163.18,101.0,163.28,175.0,163.17,222.0,163.29,895.0,163.16,413.0,163.3,269.0,163.15,1241.0,163.31,500.0,163.14,105.0,163.32,100.0,163.13,100.0,163.33,100.0,163.12,112.0,163.34,185.0,163.11,100.0
25446,10809533,348204470,34200592732435,34200.592732435,D,3,10069085,,100,,163.24,,,-1,14,AAPL,163.25,8946.0,163.2,1290.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
25447,10810376,348236307,34200594164478,34200.594164478,A,1,10070705,,100,,163.2,,,1,14,AAPL,163.25,8946.0,163.2,1390.0,163.26,53.0,163.19,100.0,163.28,175.0,163.18,101.0,163.29,895.0,163.17,222.0,163.3,269.0,163.16,413.0,163.31,500.0,163.15,1241.0,163.32,100.0,163.14,105.0,163.33,100.0,163.13,100.0,163.34,185.0,163.12,112.0,163.38,200.0,163.11,100.0
